index;budget;genres;original_title;popularity;revenue;runtime;title;vote_average;profit
2517;15000000;Drama History;The King's Speech;54053576;414211549;1180;The King's Speech;76;399211549
2518;15000000;Comedy;Twins;1,76E+16;216614388;1070;Twins;57;201614388
2519;15000000;Drama Romance;The Yellow Handkerchief;3803495;317000;1020;The Yellow Handkerchief;64;-14683000
2520;15000000;Drama;The Color Purple;17571533;146292009;1540;The Color Purple;77;131292009
2521;16000000;Action Adventure Drama Thriller;해운대;4628525;11301649;1200;Tidal Wave;65;-4698351
2522;14000000;History Drama Thriller War;The Imitation Game;145364591;233555708;1130;The Imitation Game;80;219555708
2523;0;Comedy;Private Benjamin;1218838;0;1090;Private Benjamin;60;0
2524;15000000;Drama Music;Coal Miner's Daughter;3826685;67182787;1250;Coal Miner's Daughter;72;52182787
2525;15000000;Comedy Family;Diary of a Wimpy Kid;21095489;75700498;920;Diary of a Wimpy Kid;59;60700498
2526;15000000;Horror;Mama;47455148;146497771;1000;Mama;60;131497771
2527;15000000;Comedy Adventure Romance;National Lampoon's Vacation;22838834;61399552;980;National Lampoon's Vacation;71;46399552
2528;15000000;Comedy;Jackass Presents: Bad Grandpa;2,72E+16;151831537;920;Bad Grandpa;60;136831537
2529;15000000;Drama;The Queen;19113278;123384128;1030;The Queen;68;108384128
2530;15000000;Fantasy Comedy;Beetlejuice;58553213;73326666;920;Beetlejuice;71;58326666
2531;15000000;Comedy Drama;Why Did I Get Married?;2005111;55184721;1130;Why Did I Get Married?;61;40184721
2532;18000000;Drama Romance;Little Women;1,64E+16;0;1150;Little Women;70;-18000000
2533;17000000;Drama Horror Thriller;The Woman in Black;43675191;127730736;950;The Woman in Black;61;110730736
2534;15000000;Horror Thriller;When a Stranger Calls;4688212;66966987;870;When a Stranger Calls;54;51966987
2535;15000000;Comedy Family;Big Fat Liar;9125594;52970014;880;Big Fat Liar;56;37970014
2536;15000000;Drama War;The Deer Hunter;1,98E+16;50000000;1830;The Deer Hunter;78;35000000
2537;15000000;Comedy Drama;Wag the Dog;13581966;64256513;970;Wag the Dog;67;49256513
2538;17000000;Family Comedy;The Lizzie McGuire Movie;11927667;55534455;940;The Lizzie McGuire Movie;57;38534455
2539;35000000;Thriller Drama;Snitch;3,06E+16;42930462;1120;Snitch;58;7930462
2540;15000000;Horror Comedy Fantasy;Krampus;3,16E+16;61548707;980;Krampus;59;46548707
2541;15000000;Horror Mystery Science Fiction;The Faculty;21535126;40283321;1040;The Faculty;62;25283321
2542;0;Drama Music;What's Love Got to Do with It;7921311;0;1180;What's Love Got to Do with It;69;0
2543;15000000;Action Crime Drama;Cop Land;19284129;44862187;1040;Cop Land;66;29862187
2544;16000000;Comedy;Not Another Teen Movie;23423082;66468332;890;Not Another Teen Movie;55;50468332
2545;7000000;Crime Drama Thriller;End of Watch;4,95E+16;48126384;1090;End of Watch;72;41126384
2546;15000000;Crime Drama Thriller;The Skulls;1,14E+16;35007180;1060;The Skulls;58;20007180
2547;15000000;Drama Romance;The Theory of Everything;6,12E+15;123726688;1230;The Theory of Everything;78;108726688
2548;0;Comedy Crime;Malibu's Most Wanted;7314796;0;860;Malibu's Most Wanted;47;0
2549;15000000;Comedy Drama Romance;Where the Heart Is;6,86E+16;33771174;1200;Where the Heart Is;69;18771174
2550;15000000;Adventure Drama History War;Lawrence of Arabia;41286336;69995385;2160;Lawrence of Arabia;78;54995385
2551;15000000;Horror;Halloween II;12929525;39421467;1050;Halloween II;51;24421467
2552;15000000;Drama;Wild;42952942;52501541;1150;Wild;70;37501541
2553;15000000;Crime Thriller Horror Drama;The Last House on the Left;1,98E+16;32721635;1100;The Last House on the Left;62;17721635
2554;15000000;Comedy Romance;The Wedding Date;10194097;47175038;880;The Wedding Date;62;32175038
2555;13000000;Horror Thriller;Halloween: Resurrection;1,10E+16;37664855;940;Halloween: Resurrection;45;24664855
2556;16000000;Adventure Family Fantasy Comedy Romance;The Princess Bride;44533612;30857814;980;The Princess Bride;76;14857814
2557;15000000;Drama;The Great Debaters;1084158;30226144;1260;The Great Debaters;69;15226144
2558;15000000;Drama Action Thriller Crime;Drive;4,93E+16;78054825;1000;Drive;74;63054825
2559;15000000;Comedy;Confessions of a Teenage Drama Queen;7424798;29331068;890;Confessions of a Teenage Drama Queen;51;14331068
2560;15000000;Comedy Drama Romance;The Object of My Affection;5164281;46905889;1110;The Object of My Affection;56;31905889
2561;15000000;Horror Thriller Science Fiction;28 Weeks Later;34759855;64238440;1000;28 Weeks Later;65;49238440
2562;15000000;Drama;When the Game Stands Tall;7,30E+16;30127963;1150;When the Game Stands Tall;63;15127963
2563;14000000;Comedy Drama Family;Because of Winn-Dixie;3334804;32645546;1060;Because of Winn-Dixie;61;18645546
2564;20000000;Action Comedy Drama Romance;Love & Basketball;2027393;27728118;1240;Love & Basketball;74;7728118
2565;0;Action Comedy Thriller Romance;Grosse Pointe Blank;13817269;28084357;1070;Grosse Pointe Blank;69;28084357
2566;15000000;Comedy;All About Steve;13237835;40105542;990;All About Steve;47;25105542
2567;0;Mystery Thriller Horror;Book of Shadows: Blair Witch 2;3890223;0;900;Book of Shadows: Blair Witch 2;43;0
2568;15000000;Drama Fantasy Horror Thriller;The Craft;19517239;24769466;1010;The Craft;63;9769466
2569;15000000;Drama Thriller Crime Romance;Match Point;30669913;85306374;1240;Match Point;73;70306374
2570;0;Comedy Family;Ramona and Beezus;9681147;0;1030;Ramona and Beezus;61;0
2571;11500000;Drama Romance;The Remains of the Day;1,54E+16;23237911;1340;The Remains of the Day;75;11737911
2572;15000000;Drama;Boogie Nights;1985579;43101594;1550;Boogie Nights;75;28101594
2573;0;Action Adventure Drama Thriller;Nowhere to Run;11689337;0;940;Nowhere to Run;55;0
2574;15000000;Drama;Flicka;3043589;21000000;950;Flicka;61;6000000
2575;15000000;Horror Thriller;The Hills Have Eyes II;17141376;0;890;The Hills Have Eyes 2;52;-15000000
2576;14000000;Horror;Urban Legends: Final Cut;8885017;38574362;970;Urban Legends: Final Cut;44;24574362
2577;0;Fantasy Drama Science Fiction Romance Family;Tuck Everlasting;4115398;0;900;Tuck Everlasting;64;0
2578;20000000;Action Adventure Drama Thriller;The Marine;7679336;22165608;920;The Marine;50;2165608
2579;15000000;Action Comedy;Keanu;18268009;20566327;940;Keanu;60;5566327
2580;15000000;Drama Romance;Country Strong;7809701;20529194;1170;Country Strong;59;5529194
2581;15000000;Mystery Horror Science Fiction;Disturbing Behavior;9378688;17507368;840;Disturbing Behavior;55;2507368
2582;15000000;Drama Crime;The Place Beyond the Pines;35395129;35485608;1400;The Place Beyond the Pines;68;20485608
2583;15000000;Crime Action Thriller;The November Man;45317278;32556119;1080;The November Man;60;17556119
2584;15000000;Drama Mystery Thriller;Eye of the Beholder;4,30E+16;0;1090;Eye of the Beholder;53;-15000000
2585;15000000;Drama Thriller War;The Hurt Locker;4,70E+16;42000000;1310;The Hurt Locker;72;27000000
2586;15000000;Fantasy Drama Horror Action Thriller;Firestarter;11379652;17080167;1140;Firestarter;59;2080167
2587;15000000;Crime Thriller;Killing Them Softly;24612603;37930465;970;Killing Them Softly;58;22930465
2588;15000000;Thriller;A Most Wanted Man;2,67E+16;31554855;1210;A Most Wanted Man;65;16554855
2589;0;Comedy;Freddy Got Fingered;8,71E+15;0;870;Freddy Got Fingered;46;0
2590;0;Adventure Animation Comedy Science Fiction Family;VeggieTales: The Pirates Who Don't Do Anything;1,80E+16;0;850;VeggieTales: The Pirates Who Don't Do Anything;59;0
2591;15000000;Music Documentary;U2 3D;3,35E+16;22730842;850;U2 3D;67;7730842
2592;25000000;Action Fantasy Science Fiction;Highlander: Endgame;11782725;15843608;870;Highlander: Endgame;44;-9156392
2593;0;Crime Drama Music;Idlewild;2711955;0;1210;Idlewild;51;0
2594;15000000;Drama Romance;One Day;16629173;59389433;1070;One Day;70;44389433
2595;15000000;Drama;Whip It;2005902;16633035;1110;Whip It;67;1633035
2596;15000000;Crime Thriller;Knockaround Guys;8113634;12000000;920;Knockaround Guys;59;-3000000
2597;0;Action Comedy Thriller Crime;Confidence;9,87E+15;0;970;Confidence;64;0
2598;0;Fantasy Comedy;The Muse;2857936;0;970;The Muse;53;0
2599;20000000;Drama Music;De-Lovely;3138118;0;1250;De-Lovely;63;-20000000
2600;15000000;Comedy Drama Romance;New York Stories;6684096;0;1240;New York Stories;62;-15000000
2601;0;Family;Barney's Great Adventure;722911;0;760;Barney's Great Adventure;29;0
2602;15000000;Action;The Man with the Iron Fists;17672021;15608545;960;The Man with the Iron Fists;52;608545
2603;15000000;Drama Comedy Romance;Home Fries;3033471;10443316;930;Home Fries;48;-4556684
2604;0;Romance;Here On Earth;3313257;0;960;Here On Earth;54;0
2605;15000000;Comedy Science Fiction;Brazil;41089863;0;1320;Brazil;75;-15000000
2606;15000000;Music Drama Romance;Raise Your Voice;109071;14867514;1030;Raise Your Voice;60;-132486
2607;15000000;Comedy Crime;The Big Lebowski;49230089;46189568;1170;The Big Lebowski;78;31189568
2608;15000000;Drama;Black Snake Moan;11429607;10903846;1160;Black Snake Moan;66;-4096154
2609;15000000;Action Crime Drama Thriller;Dark Blue;6373316;9237470;1180;Dark Blue;65;-5762530
2610;16000000;Drama Thriller;A Mighty Heart;9717392;18928871;1000;A Mighty Heart;67;2928871
2611;15000000;Drama Comedy Romance;Whatever It Takes;8074807;9902115;940;Whatever It Takes;50;-5097885
2612;20000000;Comedy;Boat Trip;7034752;8586376;940;Boat Trip;47;-11413624
2613;0;Comedy Drama History Romance;The Importance of Being Earnest;7250379;0;970;The Importance of Being Earnest;67;0
2614;0;Comedy Drama Fantasy Romance;The Love Letter;116873;0;980;The Love Letter;47;0
2615;0;Drama Family;Hoot;7712206;0;910;Hoot;55;0
2616;15000000;Comedy Drama Crime;In Bruges;25329493;34533783;1070;In Bruges;74;19533783
2617;15;Comedy;Peeples;5,11E+16;0;950;Peeples;56;-15
2618;15000000;Comedy Music;The Rocker;1,38E+16;8762890;1020;The Rocker;56;-6237110
2619;15000000;Comedy;Post Grad;7,45E+16;6405245;890;Post Grad;50;-8594755
2620;15000000;Drama;Promised Land;13568302;8138788;1060;Promised Land;60;-6861212
2621;15000000;Comedy Romance;Whatever Works;21857387;35097815;920;Whatever Works;68;20097815
2622;15000000;Thriller;The In Crowd;249245;5217498;1050;The In Crowd;47;-9782502
2623;15000000;Adventure Crime Drama Mystery Western;The Three Burials of Melquiades Estrada;1,22E+16;12036149;1210;The Three Burials of Melquiades Estrada;70;-2963851
2624;0;Comedy Drama History;Jakob the Liar;8962245;0;1200;Jakob the Liar;60;0
2625;15000000;Action Comedy Crime Mystery;Kiss Kiss Bang Bang;32690038;15785148;1030;Kiss Kiss Bang Bang;72;785148
2626;25000000;Thriller Comedy Horror;Idle Hands;8583217;4152230;920;Idle Hands;61;-20847770
2627;15000000;Thriller Drama Mystery;Mulholland Drive;3160985;20117339;1470;Mulholland Drive;76;5117339
2628;0;Drama Fantasy Horror Romance;Blood and Chocolate;12295216;0;980;Blood and Chocolate;54;0
2629;22000000;Comedy Drama Romance;You Will Meet a Tall Dark Stranger;124654;0;980;You Will Meet a Tall Dark Stranger;58;-22000000
2630;15000000;Drama Romance Science Fiction;Never Let Me Go;3,10E+16;9455232;1040;Never Let Me Go;68;-5544768
2631;0;Drama;The Company;1485324;0;2760;The Company;70;0
2632;15000000;Thriller Crime Mystery;Transsiberian;11428903;5926410;1110;Transsiberian;65;-9073590
2633;15000000;Adventure Drama;The Clan of the Cave Bear;5484679;0;980;The Clan of the Cave Bear;48;-15000000
2634;0;Comedy Drama;Crazy in Alabama;5770246;0;1110;Crazy in Alabama;65;0
2635;15000000;Horror Thriller Crime;Funny Games;1,52E+16;7938872;1120;Funny Games;63;-7061128
2636;0;Drama Thriller Science Fiction;Listening;2414721;0;1000;Listening;55;0
2637;0;Drama;Felicia's Journey;470645;0;1160;Felicia's Journey;66;0
2638;92620000;Drama Science Fiction;Metropolis;3,24E+16;650422;1530;Metropolis;80;-91969578
2639;12000000;Action Thriller Science Fiction;Banlieue 13;17493735;9584131;840;District B13;65;-2415869
2640;8000000;Drama Crime;Things to Do in Denver When You're Dead;6,93E+15;529766;1160;Things to Do in Denver When You're Dead;67;-7470234
2641;15000000;Action Drama History;刺客聶隱娘;8142166;632542;1050;The Assassin;66;-14367458
2642;15000000;Drama Comedy War Crime Thriller;Buffalo Soldiers;6329672;0;980;Buffalo Soldiers;65;-15000000
2643;0;Thriller Drama Mystery;Возвращение;7,74E+15;0;1050;The Return;74;0
2644;8500000;Adventure Action Thriller;Ong Bak 2;9029489;8936663;980;Ong Bak 2;60;436663
2645;12000000;Adventure Action Drama;Centurion;22708647;6814789;970;Centurion;59;-5185211
2646;15000000;Drama Action Thriller;Silent Trigger;2609057;76382;930;Silent Trigger;50;-14923618
2647;15000000;Mystery Drama Crime Thriller Horror;The Midnight Meat Train;1,99E+16;3533227;980;The Midnight Meat Train;60;-11466773
2648;15000000;Drama;Winnie Mandela;1897761;0;1070;Winnie Mandela;52;-15000000
2649;15000000;Drama Thriller Crime;The Son of No One;7701186;0;900;The Son of No One;48;-15000000
2650;15000000;Action Comedy Drama History;All The Queen's Men;1833058;23000;990;All The Queen's Men;61;-14977000
2651;15000000;Comedy Drama Romance Fantasy Music;The Good Night;1,22E+16;20380;930;The Good Night;57;-14979620
2652;0;Drama Fantasy;Bathory;2500218;0;1410;Bathory: Countess of Blood;56;0
2653;20000000;Animation Adventure Family;Khumba;6459787;27187375;850;Khumba;58;7187375
2654;7000000;Thriller Science Fiction;Autómata;49808505;0;1100;Automata;56;-7000000
2655;0;Action Adventure Fantasy;Dungeons & Dragons: Wrath of the Dragon God;4901936;0;1050;Dungeons & Dragons: Wrath of the Dragon God;48;0
2656;15000000;Drama;Chiamatemi Francesco - Il Papa della gente;738646;0;;Chiamatemi Francesco - Il Papa della gente;73;-15000000
2657;15000000;Drama Action Thriller Crime;新宿事件;5,29E+16;0;1190;Shinjuku Incident;67;-15000000
2658;0;Drama Foreign;Pandaemonium;1,65E+16;0;1240;Pandaemonium;45;0
2659;14600000;Romance Fantasy Drama Comedy;Groundhog Day;52744331;70906973;1010;Groundhog Day;74;56306973
2660;14800000;Comedy Drama Music;Magic Mike XXL;2,97E+16;122513057;1150;Magic Mike XXL;63;107713057
2661;14500000;Drama Romance;Romeo + Juliet;4,15E+16;147298761;1200;Romeo + Juliet;67;132798761
2662;10000000;Drama War;Elle s'appelait Sarah;1,01E+16;17511906;1110;Sarah's Key;72;7511906
2663;14500000;Drama;Freedom;4,39E+16;0;980;Freedom;58;-14500000
2664;14000000;Western;Unforgiven;37380435;159157447;1310;Unforgiven;77;145157447
2665;14200000;Drama;Manderlay;705145;674918;1390;Manderlay;69;-13525082
2666;15000000;Drama Romance;Slumdog Millionaire;5,93E+15;377910544;1200;Slumdog Millionaire;76;362910544
2667;14000000;Drama Romance Thriller;Fatal Attraction;16742972;320145693;1190;Fatal Attraction;66;306145693
2668;14000000;Romance Comedy;Pretty Woman;45473484;463000000;1190;Pretty Woman;70;449000000
2669;0;Adventure Comedy;Crocodile Dundee II;15474831;239606210;1100;Crocodile Dundee II;55;239606210
2670;0;Thriller Mystery Drama Crime;Broken Horses;4289676;0;1010;Broken Horses;50;0
2671;14000000;Drama War;Born on the Fourth of July;25949277;161001698;1450;Born on the Fourth of July;67;147001698
2672;14000000;Comedy;Cool Runnings;2,24E+16;154864401;980;Cool Runnings;68;140864401
2673;15000000;Mystery Horror;My Bloody Valentine;13706357;100734718;1010;My Bloody Valentine;53;85734718
2674;13000000;Drama Music;Stomp the Yard;692205;75511123;1140;Stomp the Yard;61;62511123
2675;14000000;Adventure Action Thriller;The Spy Who Loved Me;2,72E+16;185438673;1250;The Spy Who Loved Me;66;171438673
2676;14000000;Horror Thriller;Urban Legend;12159009;72527595;990;Urban Legend;56;58527595
2677;0;Comedy Drama Romance;Good Deeds;4448494;0;1110;Good Deeds;62;0
2678;14000000;Action Adventure Drama Family;White Fang;1313724;34793160;1070;White Fang;65;20793160
2679;0;Comedy Family;Superstar;404701;0;810;Superstar;51;0
2680;13000000;History Drama;The Iron Lady;233784;114956699;1050;The Iron Lady;62;101956699
2681;0;Action Adventure Animation Comedy Family;Jonah: A VeggieTales Movie;1446172;0;820;Jonah: A VeggieTales Movie;64;0
2682;14000000;Drama Romance;Poetic Justice;3650857;27515786;1090;Poetic Justice;69;13515786
2683;14000000;Action Adventure Comedy;All About the Benjamins;5102258;25482931;950;All About the Benjamins;58;11482931
2684;14000000;Comedy Horror Romance;Vampire in Brooklyn;6,77E+15;19800000;1000;Vampire in Brooklyn;45;5800000
2685;14000000;Horror Thriller Fantasy;Exorcist II: The Heretic;1,15E+16;30749142;1180;Exorcist II: The Heretic;45;16749142
2686;0;Horror Thriller;An American Haunting;7436315;0;830;An American Haunting;53;0
2687;14000000;Comedy Romance;My Boss's Daughter;1,48E+16;0;830;My Boss's Daughter;44;-14000000
2688;14000000;Thriller Mystery Adventure;A Perfect Getaway;20792603;22852638;980;A Perfect Getaway;62;8852638
2689;14000000;Comedy;Our Family Wedding;6,73E+15;21409028;1030;Our Family Wedding;57;7409028
2690;0;Comedy;Dead Man on Campus;7,71E+15;0;960;Dead Man on Campus;56;0
2691;12000000;Comedy Drama War;Tea with Mussolini;2,24E+16;21001563;1170;Tea with Mussolini;58;9001563
2692;0;Horror Thriller;Thinner;7866961;0;920;Thinner;55;0
2693;0;Drama Music Romance;New York, New York;3876242;0;1550;New York, New York;61;0
2694;0;Comedy Drama;Crooklyn;189218;0;1150;Crooklyn;67;0
2695;11000000;Comedy Romance;I Think I Love My Wife;4536745;13196245;900;I Think I Love My Wife;50;2196245
2696;11000000;Horror Science Fiction;Jason X;1,12E+16;16951798;910;Jason X;45;5951798
2697;0;History Drama;Bobby;11706309;0;1200;Bobby;64;0
2698;14000000;Comedy Romance;Head Over Heels;466723;10424470;860;Head Over Heels;53;-3575530
2699;14000000;Comedy;Fun Size;7,49E+15;11417362;870;Fun Size;55;-2582638
2700;14000000;Drama;Le scaphandre et le papillon;1365494;19777647;1120;The Diving Bell and the Butterfly;74;5777647
2701;26000000;Romance Drama;Little Children;11942862;14821658;1360;Little Children;69;-11178342
2702;14000000;Drama Mystery Thriller;Gossip;5833687;5108820;900;Gossip;55;-8891180
2703;14000000;Drama Romance;A Walk on the Moon;6370267;0;1070;A Walk on the Moon;62;-14000000
2704;0;Action Drama Thriller;Catch a Fire;4052219;4291965;1010;Catch a Fire;64;4291965
2705;0;Horror Mystery Thriller;Soul Survivors;3231848;0;840;Soul Survivors;44;0
2706;14000000;Drama Romance;Jefferson in Paris;900442;2474000;1390;Jefferson in Paris;52;-11526000
2707;0;Comedy Romance;Easy Virtue;8387573;0;930;Easy Virtue;63;0
2708;0;Action Adventure Drama Romance;Caravans;633004;0;1270;Caravans;58;0
2709;0;History Drama;Mr. Turner;9242554;5405500;1500;Mr. Turner;63;5405500
2710;0;Drama Romance;Les herbes folles;1866443;0;1040;Wild Grass;58;0
2711;0;Drama History;Amen.;5,93E+16;0;1320;Amen.;71;0
2712;12000000;History Action;剑雨;4930129;0;1170;Reign of Assassins;67;-12000000
2713;0;Comedy Drama History;The Lucky Ones;8747922;0;1130;The Lucky Ones;63;0
2714;14000000;Drama;Margaret;4,90E+16;46495;1490;Margaret;61;-13953505
2715;108;Comedy Horror;Stan Helsing;7,41E+15;0;900;Stan Helsing;40;-108
2716;14000000;Romance Drama;Flipped;24210698;1755212;890;Flipped;74;-12244788
2717;14000000;Drama Romance;Brokeback Mountain;44135568;178043761;1340;Brokeback Mountain;75;164043761
2718;12000000;Comedy Drama Romance;Clueless;16051328;0;970;Clueless;69;-12000000
2719;13500000;Drama Romance;Far from Heaven;9,98E+15;29027914;1070;Far from Heaven;69;15527914
2720;14000000;Comedy;Hot Tub Time Machine 2;1,66E+16;12314651;930;Hot Tub Time Machine 2;50;-1685349
2721;13500000;Drama;Quills;7,26E+15;7060876;1240;Quills;68;-6439124
2722;15000000;Comedy Crime;Seven Psychopaths;32306455;19422261;1100;Seven Psychopaths;67;4422261
2723;0;Drama Mystery Thriller;The Caveman's Valentine;4722403;0;1050;The Caveman's Valentine;60;0
2724;18339750;Drama History War;Der Untergang;32445895;92180910;1560;Downfall;77;73841160
2725;12806000;Drama;Mar adentro;1,74E+16;38535221;1250;The Sea Inside;72;25729221
2726;13300000;Thriller Science Fiction Drama;Under the Skin;29782161;5380251;1080;Under the Skin;60;-7919749
2727;13000000;Comedy Drama War;Good Morning, Vietnam;18362333;123922370;1210;Good Morning, Vietnam;71;110922370
2728;13400000;Action Comedy Thriller;The Last Godfather;6,81E+15;16700000;1000;The Last Godfather;47;3300000
2729;13000000;Documentary Music Family;Justin Bieber: Never Say Never;6735922;98441954;1050;Justin Bieber: Never Say Never;48;85441954
2730;13000000;Drama Thriller;Black Swan;9,13E+15;327803731;1080;Black Swan;73;314803731
2731;13000000;Drama Crime;The Godfather: Part II;1,06E+16;47542841;2000;The Godfather: Part II;83;34542841
2732;13000000;Drama Family Romance Music;Save the Last Dance;9,97E+15;91038276;1120;Save the Last Dance;63;78038276
2733;7000000;Horror Thriller;A Nightmare on Elm Street 4: The Dream Master;17113408;72500000;990;A Nightmare on Elm Street 4: The Dream Master;58;65500000
2734;16000000;Drama;Miracles from Heaven;10248439;77000000;1170;Miracles from Heaven;67;61000000
2735;13000000;Comedy;Dude, Where’s My Car?;25316146;73180723;830;Dude, Where’s My Car?;52;60180723
2736;13000000;Crime Action Adventure Drama Western;Young Guns;9499325;44726644;1070;Young Guns;66;31726644
2737;13000000;Comedy;St. Vincent;43791745;54837234;1020;St. Vincent;71;41837234
2738;12500000;Comedy Romance;About Last Night;11828068;49002684;1000;About Last Night;60;36502684
2739;16000000;Comedy Romance Drama;10 Things I Hate About You;54550275;53478166;970;10 Things I Hate About You;73;37478166
2740;13000000;Comedy Family;The New Guy;1,35E+16;0;880;The New Guy;57;-13000000
2741;0;Comedy;National Lampoon's Loaded Weapon 1;12963328;0;840;National Lampoon's Loaded Weapon 1;57;0
2742;17000000;Horror Drama Thriller;The Shallows;6,08E+16;119100758;860;The Shallows;62;102100758
2743;13000000;Science Fiction Thriller;The Butterfly Effect;73307513;96060858;1130;The Butterfly Effect;73;83060858
2744;0;Comedy Family;Snow Day;7964289;0;890;Snow Day;48;0
2745;13000000;Comedy Drama;This Christmas;2388918;0;1170;This Christmas;71;-13000000
2746;12000000;Science Fiction Comedy Family;Baby Geniuses;4580081;36450736;970;Baby Geniuses;33;24450736
2747;13000000;Action Adventure Comedy Thriller;The Big Hit;6425528;27007143;910;The Big Hit;61;14007143
2748;12000000;Comedy Drama Family;Harriet the Spy;463093;0;1000;Harriet the Spy;57;-12000000
2749;13000000;Drama Horror;Child's Play 2;16681567;35763605;840;Child's Play 2;58;22763605
2750;13200000;Crime Thriller;No Good Deed;2,47E+16;53830415;830;No Good Deed;56;40630415
2751;18000000;Science Fiction Horror Thriller;The Mist;37104353;57096190;1260;The Mist;67;39096190
2752;15000000;Drama Science Fiction;Ex Machina;95130041;36869414;1080;Ex Machina;76;21869414
2753;13000000;Fantasy Drama Comedy;Being John Malkovich;27546914;22863596;1120;Being John Malkovich;73;9863596
2754;6000000;Comedy Romance;Two Can Play That Game;2,27E+16;0;900;Two Can Play That Game;66;-6000000
2755;13000000;Family Adventure Science Fiction;Earth to Echo;1,74E+16;45300000;890;Earth to Echo;57;32300000
2756;13000000;Drama Romance;Crazy/Beautiful;6130096;16929123;990;Crazy/Beautiful;66;3929123
2757;19000000;Action Adventure Drama War;Letters from Iwo Jima;2,45E+16;68673228;1410;Letters from Iwo Jima;72;49673228
2758;13000000;Adventure Comedy Drama Science Fiction;The Astronaut Farmer;6,76E+15;11130889;1040;The Astronaut Farmer;62;-1869111
2759;13000000;Comedy Romance;Woo;1750054;8026971;840;Woo;55;-4973029
2760;6000000;Drama Thriller;Room;6,61E+15;35401758;1170;Room;81;29401758
2761;0;Comedy;Dirty Work;9066881;0;820;Dirty Work;65;0
2762;13000000;Comedy Crime Horror Thriller;Serial Mom;6170139;7820688;950;Serial Mom;64;-5179312
2763;13000000;Comedy;Dick;4,74E+16;27500000;940;Dick;57;14500000
2764;0;Drama Thriller;Light It Up;1212956;0;990;Light It Up;66;0
2765;13000000;Music Drama;54;1,19E+16;16757163;1060;54;55;3757163
2766;0;Adventure Comedy Drama Romance;Bubble Boy;1,01E+16;0;840;Bubble Boy;51;0
2767;13000000;Comedy Crime Thriller;Birthday Girl;5831302;0;930;Birthday Girl;61;-13000000
2768;13000000;Comedy;21 & Over;35522027;48065672;930;21 & Over;57;35065672
2769;13000000;Drama Romance;Paris, je t'aime;10573191;4857367;1200;Paris, je t'aime;68;-8142633
2770;0;Drama;Resurrecting the Champ;4898437;0;1120;Resurrecting the Champ;59;0
2771;13000000;Comedy Drama Romance;Admission;1,76E+16;18000000;1070;Admission;54;5000000
2772;0;Romance Drama;La veuve de Saint-Pierre;1,78E+16;0;1120;The Widow of Saint-Pierre;67;0
2773;15000000;Drama Thriller Mystery;Chloe;26373864;8459458;960;Chloe;59;-6540542
2774;13000000;Comedy Crime Drama;Faithful;1,65E+16;9789900;910;Faithful;48;-3210100
2775;13000000;Drama Action Comedy Crime;Find Me Guilty;1,23E+16;2636637;1250;Find Me Guilty;65;-10363363
2776;13000000;Drama Romance;The Perks of Being a Wallflower;4,34E+16;33400000;1020;The Perks of Being a Wallflower;77;20400000
2777;3000000;Action;Excessive Force;1,28E+16;1200000;870;Excessive Force;45;-1800000
2778;13000000;Drama;Infamous;3,68E+16;1151330;1100;Infamous;64;-11848670
2779;0;Drama Romance Western;The Claim;2996284;0;1200;The Claim;56;0
2780;13000000;Thriller Horror;The Vatican Tapes;10475368;1784763;910;The Vatican Tapes;46;-11215237
2781;14350531;Action Comedy Science Fiction;Attack the Block;3,10E+16;3964682;880;Attack the Block;63;-10385849
2782;10000000;Drama Romance War;In the Land of Blood and Honey;4,27E+16;303877;1270;In the Land of Blood and Honey;58;-9696123
2783;13000000;Crime Thriller;The Call;34532418;68572378;940;The Call;66;55572378
2784;0;History Drama War Action;인천상륙작전;6116436;0;1100;Operation Chromite;58;0
2785;0;Family Action Adventure;The Crocodile Hunter: Collision Course;1,71E+16;33082548;900;The Crocodile Hunter: Collision Course;53;33082548
2786;13000000;Comedy Drama Romance;I Love You Phillip Morris;19664699;10652035;980;I Love You Phillip Morris;64;-2347965
2787;12000000;Adventure Drama;La Guerre du feu;6537986;55260558;1000;Quest for Fire;71;43260558
2788;12500000;Drama Romance;Antwone Fisher;13349012;23367586;1200;Antwone Fisher;67;10867586
2789;0;Drama Romance;The Emperor's Club;6796079;0;1080;The Emperor's Club;69;0
2790;12500000;Action Thriller Crime Romance;True Romance;35268557;12281551;1200;True Romance;75;-218449
2791;3100000;Romance Science Fiction;Womb;7453347;0;1110;Womb;59;-3100000
2792;12500000;Crime Drama Mystery;Glengarry Glen Ross;13939054;10725228;1000;Glengarry Glen Ross;75;-1774772
2793;13000000;Crime Drama Thriller;The Killer Inside Me;11892615;0;1090;The Killer Inside Me;60;-13000000
2794;0;Drama Fantasy Horror Thriller;Cat People;569872;0;1180;Cat People;60;0
2795;12500000;Horror Mystery Thriller;Sorority Row;8780512;27206120;1010;Sorority Row;54;14706120
2796;0;Adventure Drama Romance;The Prisoner of Zenda;4021389;0;1010;The Prisoner of Zenda;84;0
2797;12000000;Comedy Romance Drama;Lars and the Real Girl;15817096;11293663;1060;Lars and the Real Girl;71;-706337
2798;12500000;War Drama;The Boy in the Striped Pyjamas;3,48E+16;20416563;940;The Boy in the Striped Pyjamas;77;7916563
2799;12800000;Drama Crime Music;Dancer in the Dark;22022228;40031879;1400;Dancer in the Dark;76;27231879
